SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,datetime
2026-02-15,21,33688,A,34915,30686,2812,6417,738,22505,0,15,1945,1504,991,1041,0,0,674,-267,996,755,-345,2026-02-15 10:00:00
2026-02-15,23,35541,A,36325,32231,2625,6417,1064,22505,0,13,1515,1424,991,1048,-43,0,800,186,957,977,-128,2026-02-15 11:00:00
2026-02-15,25,36352,A,37062,33057,2493,6417,1482,22505,0,13,1099,1304,991,1048,-97,0,914,634,961,989,68,2026-02-15 12:00:00
2026-02-15,27,36347,A,36960,32959,2365,6417,1718,22505,0,13,416,1363,991,1047,0,0,833,620,968,989,176,2026-02-15 13:00:00
2026-02-15,29,35472,A,36083,31930,2235,6417,1776,22505,0,11,90,1374,991,1046,68,0,865,211,962,989,200,2026-02-15 14:00:00
2026-02-15,31,35057,A,35668,31537,2085,6417,1331,22505,0,11,-136,1400,991,3,1,0,806,192,995,568,188,2026-02-15 15:00:00
2026-02-15,33,35913,A,36526,32422,2040,6417,771,22505,0,13,-235,1447,991,224,61,0,850,597,997,415,195,2026-02-15 16:00:00
2026-02-15,35,38090,A,38725,34436,2046,6417,11,22505,0,13,409,1497,991,388,0,0,739,1047,996,758,-22,2026-02-15 17:00:00
2026-02-15,37,38912,A,39942,35285,2076,6417,0,22505,0,10,124,1504,991,877,-112,0,716,1365,997,782,-308,2026-02-15 18:00:00
2026-02-15,39,36980,A,38019,33504,2200,6417,0,22505,0,17,95,1504,991,828,0,0,756,994,996,972,-422,2026-02-15 19:00:00
2026-02-15,41,34600,A,35536,31288,2381,6417,0,22505,0,12,573,1504,991,3,0,0,828,546,997,985,-324,2026-02-15 20:00:00
2026-02-15,43,32139,A,33021,29115,2506,6417,0,22505,0,84,305,1505,991,-99,-68,0,198,431,997,977,-31,2026-02-15 21:00:00
2026-02-15,45,29057,A,29741,26393,2667,6417,0,22505,0,12,740,1506,991,332,32,6,-72,39,997,985,188,2026-02-15 22:00:00
2026-02-15,47,25522,A,26714,23014,2714,6417,0,22505,0,103,992,1506,991,-207,67,202,-282,259,996,987,200,2026-02-15 23:00:00
2026-02-16,1,25223,A,26173,22769,2767,6417,0,22510,0,271,1076,1507,992,395,192,203,-79,240,997,991,200,2026-02-16 00:00:00
2026-02-16,3,26022,A,27488,23702,2777,6417,0,22510,0,866,1386,1505,992,919,200,202,387,224,996,991,200,2026-02-16 01:00:00
2026-02-16,5,25078,A,26612,22817,2776,6417,0,22510,0,934,1062,1505,992,932,136,203,439,18,997,991,200,2026-02-16 02:00:00
2026-02-16,7,24311,A,25824,22089,2834,6417,0,22510,0,906,1202,1506,991,696,35,203,462,-7,996,988,200,2026-02-16 03:00:00
2026-02-16,9,23422,A,25445,21311,2815,6417,0,22510,0,1181,734,1505,991,407,194,202,419,-242,996,607,200,2026-02-16 04:00:00
2026-02-16,11,23402,A,25922,21298,2814,6417,0,22510,0,920,1064,1504,991,-436,200,203,613,-564,995,104,200,2026-02-16 05:00:00
2026-02-16,13,26851,A,29495,24509,2804,6417,0,22510,0,301,943,1505,991,-558,194,178,237,-927,997,-258,200,2026-02-16 06:00:00
2026-02-16,15,31696,A,33701,28886,2773,6417,0,22510,0,141,769,1506,991,-672,-30,0,46,-549,997,-13,22,2026-02-16 07:00:00
2026-02-16,17,35124,A,36305,32040,2743,6417,1202,22510,0,13,369,1505,991,-3,-249,-10,527,-93,997,430,-213,2026-02-16 08:00:00
2026-02-16,19,34475,A,36217,31221,2730,6417,4249,22510,0,11,848,1505,991,423,-187,0,483,-454,997,538,-490,2026-02-16 09:00:00
2026-02-16,21,33508,A,35485,30300,2811,6417,5712,22510,0,10,1583,1505,991,199,0,0,421,-916,997,68,-451,2026-02-16 10:00:00
2026-02-16,23,33605,A,35920,30401,2928,6417,5361,22510,0,10,2370,1505,991,354,0,0,412,-1391,997,0,-314,2026-02-16 11:00:00
2026-02-16,25,33856,A,36611,30817,3057,6417,4718,22510,0,166,2714,1505,991,238,0,0,241,-1451,997,-370,-168,2026-02-16 12:00:00
2026-02-16,27,33729,A,36973,30839,3154,6417,5294,22510,0,102,2806,1505,991,425,0,0,387,-1453,996,-877,-212,2026-02-16 13:00:00
2026-02-16,29,33215,A,36800,30462,3220,6417,4659,22510,0,45,3460,1507,991,3,0,0,-274,-1453,997,-1048,-165,2026-02-16 14:00:00
2026-02-16,31,33917,A,38240,31221,3305,6417,3359,22510,0,18,3834,1508,991,-800,-1,0,-544,-1179,998,-1089,-92,2026-02-16 15:00:00
2026-02-16,33,35954,A,39954,33215,3274,6417,1405,22510,0,24,3979,1507,991,-1013,-109,-24,-134,-727,998,-1091,-278,2026-02-16 16:00:00
2026-02-16,35,38660,A,42751,35634,3255,6417,17,22510,0,14,3635,1506,991,-1010,-400,-125,-71,-267,997,-1091,-513,2026-02-16 17:00:00
2026-02-16,37,40345,A,44256,37042,3222,6417,0,22510,0,9,3259,1507,991,-851,-452,-407,-101,-28,997,-949,-514,2026-02-16 18:00:00
2026-02-16,39,38962,A,42905,35858,3295,6417,0,22510,0,21,3295,1505,991,-553,-451,-531,348,-412,997,-861,-514,2026-02-16 19:00:00
2026-02-16,41,36494,A,40997,33663,3362,6417,0,22510,0,20,3603,1505,991,-491,-452,-531,413,-874,997,-1021,-514,2026-02-16 20:00:00
2026-02-16,43,33788,A,38814,31310,3474,6417,0,22510,0,20,3964,1504,991,-533,-451,-531,544,-1346,996,-1032,-513,2026-02-16 21:00:00
2026-02-16,45,30253,A,35106,28175,3536,6417,0,22510,0,165,4497,1504,991,-134,-383,-531,521,-1446,996,-1080,-514,2026-02-16 22:00:00
2026-02-16,47,26463,A,31852,24562,3603,6417,0,22510,0,322,4436,1504,991,-578,-301,-531,672,-1452,995,-1091,-514,2026-02-16 23:00:00
2026-02-17,1,25708,A,31202,23731,3602,6417,0,22514,0,320,3967,1504,991,-685,-301,-531,654,-1453,996,-1091,-513,2026-02-17 00:00:00
2026-02-17,3,26531,A,31615,24510,3543,6417,0,22514,0,318,3533,1503,991,-465,-305,-531,653,-1261,995,-1091,-513,2026-02-17 01:00:00
2026-02-17,5,25713,A,30843,23829,3448,6417,0,22514,0,320,3124,1504,991,-493,-342,-531,702,-1239,995,-1091,-514,2026-02-17 02:00:00
2026-02-17,7,24894,A,30327,23095,3291,6417,0,22514,0,317,3164,1504,992,-576,-373,-531,669,-1431,996,-1091,-514,2026-02-17 03:00:00
2026-02-17,9,24254,A,30023,22424,3089,6417,0,22514,0,317,3444,1504,991,-811,-452,-531,653,-1453,995,-1091,-514,2026-02-17 04:00:00
2026-02-17,11,24768,A,30649,22664,2877,6417,0,22514,0,318,3325,1506,991,-919,-452,-508,-26,-1453,996,-1091,-514,2026-02-17 05:00:00
2026-02-17,13,28476,A,34931,26019,2700,6417,0,22514,0,209,2976,1484,897,-1075,-452,-531,-530,-1453,996,-1091,-514,2026-02-17 06:00:00
2026-02-17,15,33167,A,39703,30155,2345,6417,1,22514,0,169,2357,1426,852,-1056,-452,-531,-670,-1453,996,-1091,-514,2026-02-17 07:00:00
2026-02-17,17,35426,A,39996,32074,2019,6417,1895,22514,0,15,1748,1493,983,-3,-452,-531,149,-1453,997,-1002,-514,2026-02-17 08:00:00
2026-02-17,19,35740,A,40385,32198,1782,6417,5291,22514,0,12,1421,1505,992,649,-451,-531,651,-1453,997,-1084,-514,2026-02-17 09:00:00
2026-02-17,21,34163,A,38815,30661,1645,6417,7248,22514,0,13,1008,1505,992,647,-451,-531,561,-1453,998,-1090,-514,2026-02-17 10:00:00
2026-02-17,23,33551,A,37937,30172,1534,6417,7882,22514,0,10,804,1506,992,1054,-451,-531,226,-1263,997,-1085,-446,2026-02-17 11:00:00
2026-02-17,25,33675,A,37760,30289,1385,6417,7176,22514,0,10,34,1506,992,1074,-451,-389,260,-1239,998,-1047,-349,2026-02-17 12:00:00
2026-02-17,27,34706,A,38393,31246,1142,6417,5761,22514,0,9,319,1506,992,1067,-451,-84,321,-1240,997,-1010,-293,2026-02-17 13:00:00
2026-02-17,29,35964,A,39308,32408,963,6417,4134,22514,0,13,437,1506,992,1075,-225,-10,378,-1431,998,-995,-70,2026-02-17 14:00:00
2026-02-17,31,37825,A,41022,34220,772,6417,2241,22514,0,18,-63,1506,992,920,-50,-17,315,-1429,998,-1083,184,2026-02-17 15:00:00
2026-02-17,33,39788,A,42404,36039,679,6417,787,22514,0,11,-31,1489,992,3,45,0,12,-1000,998,-1005,200,2026-02-17 16:00:00
2026-02-17,35,42044,A,43916,38097,707,6417,6,22514,0,11,439,873,287,179,137,0,0,-536,841,-725,199,2026-02-17 17:00:00
2026-02-17,37,42317,A,44006,38432,854,6417,0,22514,0,11,1030,373,-673,650,200,0,0,-80,420,-325,200,2026-02-17 18:00:00
2026-02-17,39,41088,A,42694,37450,1020,6417,0,22514,0,8,1669,788,539,730,200,129,-188,-8,434,-802,200,2026-02-17 19:00:00
2026-02-17,41,39203,A,41314,35728,1138,6417,0,22514,0,20,1289,1397,947,644,200,203,-306,-411,965,-774,200,2026-02-17 20:00:00
2026-02-17,43,36398,A,38810,33220,1261,6417,0,22514,0,19,1647,1503,991,843,200,150,-221,-875,998,-697,200,2026-02-17 21:00:00
2026-02-17,45,32479,A,35029,29583,1399,6417,0,22514,0,15,2283,1506,992,412,200,115,33,-1207,998,-728,200,2026-02-17 22:00:00
2026-02-17,47,29205,A,30778,26605,1533,6417,0,22514,0,14,2899,1505,992,344,200,203,732,-819,997,-140,200,2026-02-17 23:00:00
2026-02-18,1,28102,A,29538,25688,1669,6417,0,22521,0,12,3099,1504,991,283,200,203,878,-642,997,-182,200,2026-02-18 00:00:00
2026-02-18,3,28114,A,30414,25819,1843,6417,0,22521,0,12,4073,1505,992,104,200,203,573,-1046,997,-642,175,2026-02-18 01:00:00
2026-02-18,5,26842,A,30094,24719,2073,6417,0,22521,0,12,4601,1505,991,-163,200,203,509,-1415,997,-1062,200,2026-02-18 02:00:00
2026-02-18,7,25677,A,29817,23628,2312,6417,0,22521,0,124,5040,1505,991,-875,200,203,341,-1453,997,-1088,200,2026-02-18 03:00:00
2026-02-18,9,24842,A,29577,22858,2550,6417,0,22521,0,106,5208,1507,991,-1043,200,198,-441,-1453,996,-1092,200,2026-02-18 04:00:00
2026-02-18,11,25447,A,30972,23508,2790,6417,0,22521,0,316,5392,1508,991,-1066,200,14,-998,-1453,997,-1092,200,2026-02-18 05:00:00
2026-02-18,13,28048,A,33584,25960,3021,6417,0,22521,0,301,5429,1500,992,-1068,200,0,-1022,-1453,997,-1092,200,2026-02-18 06:00:00
2026-02-18,15,32128,A,37595,29644,3252,6417,0,22521,0,238,5245,1211,848,-1062,88,0,-1022,-1453,779,-1092,199,2026-02-18 07:00:00
2026-02-18,17,35425,A,40718,32742,3415,6417,507,22521,0,293,5229,1491,982,-1060,106,0,-795,-1453,965,-1092,142,2026-02-18 08:00:00
2026-02-18,19,36819,A,41389,34095,3610,6417,1579,22521,0,245,5194,1506,991,-1008,0,0,-105,-1453,995,-1092,-67,2026-02-18 09:00:00
2026-02-18,21,36818,A,41017,34120,3964,6417,2365,22521,0,172,5334,1506,991,-493,-31,0,51,-1453,997,-1092,-358,2026-02-18 10:00:00
2026-02-18,23,36183,A,40637,33615,4334,6417,2810,22521,0,170,5014,1505,991,-262,-310,-54,485,-1453,996,-1092,-513,2026-02-18 11:00:00
2026-02-18,25,36701,A,41051,34227,4554,6417,2453,22521,0,169,4879,1505,991,584,-451,-71,623,-1453,996,-1092,-514,2026-02-18 12:00:00
2026-02-18,27,37367,A,41897,34885,4642,6417,1987,22521,0,170,4776,1505,991,924,-452,-249,594,-1453,997,-1092,-514,2026-02-18 13:00:00
2026-02-18,29,37806,A,42484,35231,4664,6417,1291,22521,0,171,4945,1506,991,-107,-452,-289,400,-1453,997,-1092,-514,2026-02-18 14:00:00
2026-02-18,31,37811,A,43067,35425,4643,6417,744,22521,0,166,5112,1505,991,-508,-452,-471,308,-1453,997,-1092,-514,2026-02-18 15:00:00
2026-02-18,33,38586,A,43946,35919,4541,6417,255,22521,0,172,5021,1506,991,-547,-451,-531,260,-1453,997,-1092,-514,2026-02-18 16:00:00
2026-02-18,35,40266,A,45415,37402,4428,6417,1,22521,0,166,4758,1507,991,-204,-451,-531,-139,-1453,996,-1092,-513,2026-02-18 17:00:00
2026-02-18,37,40838,A,46057,37958,4414,6417,0,22521,0,165,4964,1506,992,-412,-452,-531,102,-1453,997,-1092,-514,2026-02-18 18:00:00
2026-02-18,39,39709,A,44329,36964,4378,6417,0,22521,0,164,4614,1504,991,674,-451,-531,383,-1453,995,-908,-513,2026-02-18 19:00:00
2026-02-18,41,37349,A,41812,34736,4257,6417,0,22521,0,169,4176,1504,992,619,-452,-531,825,-1453,996,-744,-514,2026-02-18 20:00:00
2026-02-18,43,34218,A,38833,31763,4107,6417,0,22521,0,318,4009,1411,992,626,-452,-531,819,-1453,996,-747,-514,2026-02-18 21:00:00
2026-02-18,45,30619,A,35360,28508,3969,6417,0,22521,0,316,4138,1498,992,246,-451,-531,668,-1263,996,-1067,-513,2026-02-18 22:00:00
2026-02-18,47,27839,A,32592,25819,3826,6417,0,22521,0,318,3820,1503,992,405,-452,-531,797,-1241,996,-1091,-520,2026-02-18 23:00:00
2026-02-19,1,27219,A,31806,24999,3607,6417,0,22526,0,316,3409,1504,992,422,-451,-531,790,-1241,996,-934,-514,2026-02-19 00:00:00
2026-02-19,3,28202,A,32840,26007,3351,6417,0,22526,0,316,3380,1504,992,904,-452,-531,790,-1241,996,-984,-514,2026-02-19 01:00:00
2026-02-19,5,26846,A,31253,24936,3113,6417,0,22526,0,376,3222,1504,991,912,-452,-531,791,-1241,996,-693,-514,2026-02-19 02:00:00
2026-02-19,7,26335,A,30881,24442,2789,6417,0,22526,0,379,2907,1504,991,1026,-452,-531,790,-1241,996,-830,-513,2026-02-19 03:00:00
2026-02-19,9,25548,A,30138,23631,2563,6417,0,22526,0,322,2920,1504,991,407,-452,-531,884,-1241,996,-930,-514,2026-02-19 04:00:00
2026-02-19,11,25606,A,30477,23591,2399,6417,0,22526,0,312,2822,1504,991,2,-451,-531,866,-1431,996,-1032,-514,2026-02-19 05:00:00
2026-02-19,13,28819,A,33432,26465,2374,6417,0,22526,0,163,2464,1505,991,0,-407,-418,429,-1453,996,-1059,-513,2026-02-19 06:00:00
2026-02-19,15,33294,A,38671,30330,2240,6417,0,22526,0,170,1519,1507,991,-293,-452,-531,-276,-1453,997,-1088,-514,2026-02-19 07:00:00
2026-02-19,17,36985,A,41760,33659,2099,6417,173,22526,0,164,1278,1507,991,295,-452,-531,-12,-1453,998,-1049,-514,2026-02-19 08:00:00
2026-02-19,19,38821,A,43578,35450,1952,6417,771,22526,0,158,1625,1506,-3,878,-452,-531,701,-1453,997,-1046,-514,2026-02-19 09:00:00
2026-02-19,21,39260,A,43353,36030,1897,6417,1548,22526,0,202,1813,1505,-3,945,-382,-376,810,-1453,998,-563,-514,2026-02-19 10:00:00
2026-02-19,23,39431,A,42176,36396,1772,6417,1951,22526,0,69,2020,1505,-3,1073,-102,-72,1010,-1453,997,78,-446,2026-02-19 11:00:00
2026-02-19,25,39492,A,41924,36418,1608,6417,1887,22526,0,6,1757,1505,-3,1077,-32,0,1017,-1387,998,307,-404,2026-02-19 12:00:00
2026-02-19,27,40458,A,42615,37337,1473,6417,1690,22526,0,62,1773,1505,-3,1077,0,0,891,-1187,998,478,-305,2026-02-19 13:00:00
2026-02-19,29,40316,A,42254,37082,1403,6417,1148,22526,0,67,1630,1506,-3,1077,0,0,993,-1216,998,154,-52,2026-02-19 14:00:00
2026-02-19,31,40332,A,42698,37174,1272,6417,675,22526,0,14,1767,1505,-3,1078,0,0,927,-1084,998,-655,-10,2026-02-19 15:00:00
2026-02-19,33,41054,A,43482,37691,1201,6417,262,22526,0,14,1472,1505,-3,855,-68,-1,879,-697,997,-775,-270,2026-02-19 16:00:00
2026-02-19,35,42705,A,45189,39163,1165,6417,7,22526,0,9,926,1505,-3,786,-371,-242,922,-243,998,-584,-432,2026-02-19 17:00:00
2026-02-19,37,43029,A,45421,39469,1209,6417,0,22526,0,9,1277,1505,-3,971,-451,-518,704,-24,974,-273,-514,2026-02-19 18:00:00
2026-02-19,39,41853,A,44121,38494,1273,6417,0,22526,0,9,1731,1505,-3,1076,-451,-531,907,-160,996,190,-514,2026-02-19 19:00:00
2026-02-19,41,38658,A,41554,35515,1333,6417,0,22526,0,153,1646,1505,-3,1078,-452,-530,829,-589,997,-55,-514,2026-02-19 20:00:00
2026-02-19,43,36229,A,39349,33380,1420,6417,0,22526,0,8,1599,1506,-3,1029,-437,-441,596,-1054,998,-63,-514,2026-02-19 21:00:00
2026-02-19,45,32799,A,35789,30252,1525,6417,0,22526,0,10,1857,1504,-3,1076,-159,-158,962,-1416,997,-154,-490,2026-02-19 22:00:00
2026-02-19,47,29370,A,31868,27038,1621,6417,0,22526,0,372,2109,1505,-3,1076,-68,-62,944,-1027,997,179,-366,2026-02-19 23:00:00
2026-02-20,1,28389,A,31313,26112,1708,6417,0,22532,0,919,2013,1504,-3,1002,-350,-85,948,-560,997,603,-407,2026-02-20 00:00:00
2026-02-20,3,28143,A,30576,26148,1794,6417,0,22532,0,963,2504,1505,-3,773,-110,0,995,-653,997,265,-104,2026-02-20 01:00:00
2026-02-20,5,26743,A,29514,24950,1895,6417,0,22532,0,1110,2772,1505,-3,468,131,0,997,-821,997,-237,157,2026-02-20 02:00:00
2026-02-20,7,25600,A,28833,23957,2053,6417,0,22532,0,1181,3366,1505,-4,288,185,0,950,-1261,998,-187,197,2026-02-20 03:00:00
2026-02-20,9,25495,A,29145,23892,2211,6417,0,22532,0,1119,4096,1505,-4,2,185,166,753,-1438,997,-489,197,2026-02-20 04:00:00
2026-02-20,11,25230,A,30084,23655,2426,6417,0,22532,0,1090,4161,1508,-4,-307,185,194,-745,-1453,998,-655,196,2026-02-20 05:00:00
2026-02-20,13,27311,A,32446,25436,2726,6417,0,22532,0,770,4903,1411,-4,-786,185,194,-1015,-1453,857,-507,197,2026-02-20 06:00:00
2026-02-20,15,30721,A,34319,28534,3113,6417,1,22532,0,468,4700,892,-4,-351,133,59,-931,-1216,703,-28,115,2026-02-20 07:00:00
2026-02-20,17,33768,A,36420,31412,3595,6417,712,22532,0,267,4267,1472,-3,-692,-68,-23,-164,-768,980,857,-67,2026-02-20 08:00:00
2026-02-20,19,34408,A,36573,32020,3986,6417,1743,22532,0,269,4275,1506,-3,94,0,0,746,-1036,997,365,-257,2026-02-20 09:00:00
2026-02-20,21,34472,A,35936,32023,4204,6417,2109,22532,0,151,4182,1505,-3,2,-4,0,979,-655,997,864,-51,2026-02-20 10:00:00
2026-02-20,23,34852,A,36151,32529,4322,6417,2098,22532,0,108,3743,1505,-3,633,-36,0,1015,-552,997,707,0,2026-02-20 11:00:00
2026-02-20,25,34683,A,36034,32345,4357,6417,2304,22532,0,10,4043,1505,-3,451,0,0,829,-738,997,695,100,2026-02-20 12:00:00
2026-02-20,27,34360,A,36024,31943,4363,6417,2366,22532,0,33,3934,1506,-3,473,0,0,633,-1028,997,255,200,2026-02-20 13:00:00
2026-02-20,29,33622,A,35923,31144,4260,6417,2259,22532,0,68,4571,1506,-3,111,50,0,607,-1255,997,-375,200,2026-02-20 14:00:00
2026-02-20,31,33190,A,35981,30857,4293,6417,2043,22532,0,13,5069,1506,-3,-515,150,0,606,-1434,997,-226,200,2026-02-20 15:00:00
2026-02-20,33,34194,A,36698,31942,4272,6417,958,22532,0,244,5021,1505,-3,-503,-46,0,607,-1108,997,253,34,2026-02-20 16:00:00
2026-02-20,35,36619,A,39445,34122,4358,6417,35,22532,0,257,4622,1505,-3,-212,-346,-145,676,-649,997,-396,-218,2026-02-20 17:00:00
2026-02-20,37,37542,A,39966,34925,4432,6417,0,22532,0,251,4500,1507,-3,115,-450,-361,312,-262,997,639,-497,2026-02-20 18:00:00
2026-02-20,39,36340,A,38485,33942,4400,6417,0,22532,0,257,4080,1504,-3,998,-451,-293,937,-27,996,1039,-514,2026-02-20 19:00:00
2026-02-20,41,33685,A,35531,31666,4349,6417,0,22532,0,135,3807,1504,-3,1069,-452,-137,972,-5,996,999,-514,2026-02-20 20:00:00
2026-02-20,43,31190,A,33355,29260,4263,6417,0,22532,0,119,3497,1504,-3,1070,-452,-66,976,-412,996,995,-513,2026-02-20 21:00:00
2026-02-20,45,28334,A,30838,26668,4161,6417,0,22532,0,9,4066,1503,-3,1038,-452,-52,996,-875,997,992,-513,2026-02-20 22:00:00
2026-02-20,47,25253,A,28886,23671,4066,6417,0,22532,0,658,3864,1504,-3,1078,-452,-105,997,-1301,997,991,-514,2026-02-20 23:00:00
2026-02-21,1,24934,A,28385,23263,3954,6417,0,22533,0,982,3774,1504,-3,1078,-431,0,997,-922,996,991,-513,2026-02-21 00:00:00
2026-02-21,3,25351,A,28615,23693,3797,6417,0,22533,0,931,3745,1504,-3,1078,-428,-120,997,-669,997,987,-513,2026-02-21 01:00:00
2026-02-21,5,24588,A,27710,23074,3601,6417,0,22533,0,919,3710,1504,-3,1078,-452,-151,997,-483,997,987,-514,2026-02-21 02:00:00
2026-02-21,7,23050,A,25958,21622,3517,6417,0,22533,0,915,3630,1504,-3,1053,-434,-7,997,-435,996,987,-514,2026-02-21 03:00:00
2026-02-21,9,22175,A,24813,20824,3242,6417,0,22533,0,964,3928,1504,-3,383,-154,0,997,-409,996,586,-508,2026-02-21 04:00:00
2026-02-21,11,22194,A,24563,20781,2962,6417,0,22533,0,978,3617,1503,-3,221,-233,0,997,-48,996,274,-507,2026-02-21 05:00:00
2026-02-21,13,22682,A,24211,21044,2718,6417,0,22533,0,365,3427,1504,-3,275,-53,0,997,361,996,221,-508,2026-02-21 06:00:00
2026-02-21,15,25299,A,26493,23285,2598,6417,4,22533,0,16,2437,1504,-3,1042,-68,0,997,806,996,940,-507,2026-02-21 07:00:00
2026-02-21,17,27732,A,28820,25257,2561,6417,530,22533,0,8,2240,1503,-3,1073,0,0,997,1230,996,988,-477,2026-02-21 08:00:00
2026-02-21,19,29426,A,30446,26698,2616,6417,1885,22533,0,66,2039,1505,-3,1074,0,0,1016,1384,996,988,-351,2026-02-21 09:00:00
2026-02-21,21,29357,A,30439,26669,2594,6417,3032,22533,0,64,1826,1505,-3,1073,0,0,1017,1397,996,988,-415,2026-02-21 10:00:00
2026-02-21,23,28592,A,29586,25515,2668,6417,4353,22533,0,66,1246,1505,-3,1076,-64,0,1016,1397,996,988,-261,2026-02-21 11:00:00
2026-02-21,25,28730,A,29755,25748,2729,6417,4233,22533,0,65,1301,1506,-3,1076,-98,0,1016,1397,997,988,-259,2026-02-21 12:00:00
2026-02-21,27,29393,A,30062,26476,2728,6417,3135,22533,0,69,1165,1505,952,1077,0,0,1016,1357,996,990,32,2026-02-21 13:00:00
2026-02-21,29,29726,A,30395,26909,2718,6417,2129,22533,0,69,1658,1503,992,1077,0,0,997,949,998,990,152,2026-02-21 14:00:00
2026-02-21,31,30482,A,31086,27808,2765,6417,936,22533,0,4,2532,1503,992,686,0,0,997,888,997,990,115,2026-02-21 15:00:00
2026-02-21,33,31323,A,32020,28537,2939,6417,269,22533,0,1,2966,1503,992,-96,6,0,737,650,997,600,66,2026-02-21 16:00:00
2026-02-21,35,33794,A,34489,30897,3222,6417,3,22533,0,1,3341,1502,992,499,0,0,987,1024,996,538,-94,2026-02-21 17:00:00
2026-02-21,37,34623,A,35322,31729,3513,6417,0,22533,0,1,3518,1501,992,743,0,0,997,914,997,671,-98,2026-02-21 18:00:00
2026-02-21,39,33441,A,34589,30635,3672,6417,0,22533,0,2,3380,1501,992,823,-157,0,997,493,997,760,-389,2026-02-21 19:00:00
2026-02-21,41,30622,A,31711,28176,3864,6417,0,22533,0,8,3955,1501,992,775,0,0,979,43,997,379,-481,2026-02-21 20:00:00
2026-02-21,43,27891,A,29660,25755,3980,6417,0,22533,0,316,3895,1502,992,339,-1,0,996,-412,996,209,-440,2026-02-21 21:00:00
2026-02-21,45,24748,A,27707,22904,3958,6417,0,22533,0,318,3605,1157,856,-97,-249,0,574,-876,997,-471,-348,2026-02-21 22:00:00
2026-02-21,47,22843,A,27788,21303,3923,6417,0,22533,0,818,3510,1481,983,-587,-452,-61,625,-1206,989,-743,-478,2026-02-21 23:00:00
2026-02-22,1,22417,A,27158,20903,3892,6417,0,22533,0,1009,3231,1503,992,-362,-452,-252,610,-1240,996,-312,-514,2026-02-22 00:00:00
2026-02-22,3,23382,A,27098,21744,3798,6417,0,22533,0,596,3690,1048,854,-303,-398,-2,758,-1240,997,-64,-513,2026-02-22 01:00:00
2026-02-22,5,21884,A,26168,20396,3742,6417,0,22533,0,652,3692,932,750,-526,-177,0,913,-1240,997,-575,-514,2026-02-22 02:00:00
2026-02-22,7,20623,A,26732,19261,3662,6417,0,22533,0,1505,3487,1395,978,-1060,-125,0,960,-1241,996,-1065,-513,2026-02-22 03:00:00
2026-02-22,9,19845,A,25807,18574,3636,6417,0,22533,0,1501,3736,1293,993,-1035,-16,0,971,-1241,996,-1096,-473,2026-02-22 04:00:00
2026-02-22,11,19885,A,25377,18696,3613,6417,0,22533,0,1506,3839,1484,992,-853,-22,0,682,-1241,996,-1083,-187,2026-02-22 05:00:00
2026-02-22,13,20443,A,26246,19325,3642,6417,0,22533,0,1645,4453,1502,992,-1075,0,0,828,-1241,996,-1089,-153,2026-02-22 06:00:00
2026-02-22,15,21608,A,27344,20386,3670,6417,0,22533,0,1605,4590,1502,992,-837,0,0,973,-1241,996,-1090,-363,2026-02-22 07:00:00
2026-02-22,17,22838,A,28258,21565,3675,6417,844,22533,0,1547,4722,1502,992,-607,0,0,760,-1241,996,-1090,-335,2026-02-22 08:00:00
2026-02-22,19,23546,A,28252,22153,3661,6417,2619,22533,0,702,4414,884,803,-550,-22,0,649,-1241,976,-1090,-501,2026-02-22 09:00:00
2026-02-22,21,24121,A,28744,22513,3699,6417,5091,22533,0,913,4323,1466,979,-548,0,0,664,-1239,995,-970,-353,2026-02-22 10:00:00
2026-02-22,23,24421,A,28522,22971,3856,6417,5941,22533,0,927,4603,1502,992,-480,15,0,770,-1239,997,-723,-132,2026-02-22 11:00:00
2026-02-22,25,24747,A,28358,23254,4085,6417,5719,22533,0,238,4642,1503,992,-584,-55,0,598,-1240,996,-723,-171,2026-02-22 12:00:00
2026-02-22,27,24744,A,27792,23253,4147,6417,5996,22533,0,173,4339,1502,992,240,0,0,791,-1240,996,-723,-312,2026-02-22 13:00:00
2026-02-22,29,23843,A,26858,22204,4138,6417,7124,22533,0,373,4058,1502,992,609,0,0,895,-1239,996,-723,-80,2026-02-22 14:00:00
2026-02-22,31,24718,A,26975,23052,4033,6417,4599,22533,0,164,4242,1502,992,310,45,0,767,-818,997,-675,126,2026-02-22 15:00:00
2026-02-22,33,28808,A,30268,26710,3847,6417,1799,22533,0,158,4080,1502,992,366,165,0,988,-356,996,-346,47,2026-02-22 16:00:00
2026-02-22,35,32510,A,33388,30054,3771,6417,103,22533,0,2,3571,1501,992,931,-62,0,997,98,997,671,-214,2026-02-22 17:00:00
